restaurant_id,restaurant_name,country,city,awards,popularity_detailed,top_tags,price_level,price_range,cuisines,special_diets,vegetarian_friendly,vegan_options,gluten_free,avg_rating,total_reviews_count,food,service,value,atmosphere,keywords
g2555539-d20323729,Cafe Hanne,Denmark,Kastrup,NA,#33 of 53 Restaurants in Kastrup,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2555539-d20378277,Kastrup Smørrebrød,Denmark,Kastrup,NA,NA,"Cheap Eats, European, Danish",€,€1-€13,"European, Danish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555539-d20936211,Burger King,Denmark,Kastrup,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555539-d20936335,Burger King,Denmark,Kastrup,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555539-d20950953,Fevens dansk ethiopisk cafe,Denmark,Kastrup,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555539-d21000379,Burger King,Denmark,Kastrup,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555539-d23200323,Domino's Pizza,Denmark,Kastrup,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555539-d3347477,MASH Airport,Denmark,Kastrup,NA,#5 of 53 Restaurants in Kastrup,"Mid-range, American, Steakhouse, European",€€-€€€,NA,"American, Steakhouse, European",NA,N,N,N,3.5,351,3.5,3.5,3,3.5,NA
g2555539-d3470570,Restaurant Kastrup Strandpark,Denmark,Kastrup,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2016",#2 of 53 Restaurants in Kastrup,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"European, Scandinavian, Danish",NA,N,N,N,4,178,4.5,4,4,4,NA
g2555539-d3513625,Caffe Ritazza,Denmark,Kastrup,NA,#27 of 53 Restaurants in Kastrup,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,3.5,6,NA,NA,NA,NA,NA
g2555539-d3559855,Alle Kroen,Denmark,Kastrup,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017",#4 of 53 Restaurants in Kastrup,"Mid-range, European, Danish",€€-€€€,€8-€26,"European, Danish",NA,N,N,N,4.5,38,4,4.5,4.5,NA,NA
g2555539-d4131812,Restaurant SAS Klubben,Denmark,Kastrup,NA,#8 of 53 Restaurants in Kastrup,"Mid-range, European, Danish",€€-€€€,€82-€622,"European, Danish",NA,N,N,N,4,42,4,4,4,NA,NA
g2555539-d4259000,Foodmarket,Denmark,Kastrup,NA,#48 of 53 Restaurants in Kastrup,"Mid-range, Fast food",€€-€€€,NA,Fast food,NA,N,N,N,3,44,2.5,3,2.5,NA,NA
g2555539-d4501854,Havnehytten,Denmark,Kastrup,NA,#22 of 53 Restaurants in Kastrup,"Mid-range, Barbecue",€€-€€€,NA,Barbecue,NA,N,N,N,3.5,16,3.5,4.5,4,NA,NA
g2555539-d4701407,Indiagate,Denmark,Kastrup,NA,#23 of 53 Restaurants in Kastrup,"Cheap Eats, Indian, Vegetarian Friendly, Vegan Options",€,NA,Indian,"Vegetarian Friendly, Vegan Options",Y,Y,N,3.5,34,4,3.5,4,NA,NA
g2555539-d4748964,Cafe Le Perr,Denmark,Kastrup,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015",#1 of 53 Restaurants in Kastrup,"Mid-range, Cafe, European, Danish",€€-€€€,NA,"Cafe, European, Danish","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,268,4.5,4.5,4,3.5,"brunch, salad, chicken, excellent food, airport hotel"
g2555539-d5074416,Le Sommelier Bar & Bistro,Denmark,Kastrup,NA,#12 of 53 Restaurants in Kastrup,"Mid-range, Bar, European",€€-€€€,NA,"Bar, European",NA,N,N,N,3.5,290,4,3.5,3,3,"burger, salad, chicken, fries, before departure"
g2555539-d6434032,Meyers Køkken,Denmark,Kastrup,NA,#21 of 53 Restaurants in Kastrup,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,3.5,28,3.5,2.5,3,NA,NA
g2555539-d6855873,O'Learys T2 Airside,Denmark,Kastrup,NA,#51 of 53 Restaurants in Kastrup,"Mid-range, American, Bar, Pub",€€-€€€,€124-€165,"American, Bar, Pub",NA,N,N,N,2.5,237,3,3,2.5,2.5,NA
g2555539-d7350203,Spisestedet Ost,Denmark,Kastrup,NA,#30 of 53 Restaurants in Kastrup,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3,22,4,2.5,3,NA,NA
g2555539-d7361881,Lagkagehuset Landside,Denmark,Kastrup,NA,#1 of 2 Bakeries in Kastrup,"Mid-range, Bakeries, Cafe, European",€€-€€€,NA,"Cafe, European, Scandinavian, Danish",NA,N,N,N,3.5,119,3.5,3,3,NA,"cakes, great coffee, danish pastry, swirl, airside"
g2555539-d7607650,Jin Yuan,Denmark,Kastrup,Certificate of Excellence 2017,#7 of 53 Restaurants in Kastrup,"Mid-range, Chinese, Sushi, Asian",€€-€€€,NA,"Chinese, Sushi, Asian",NA,N,N,N,4,81,4,4,4.5,NA,NA
g2555539-d8022615,Yo! Sushi,Denmark,Kastrup,NA,#42 of 53 Restaurants in Kastrup,"Mid-range, Japanese, Sushi, Asian",€€-€€€,NA,"Japanese, Sushi, Asian","Vegetarian Friendly, Gluten Free Options",Y,N,Y,3,136,3.5,3.5,2.5,NA,NA
g2555539-d9566670,Murphy's Irish Pub,Denmark,Kastrup,NA,#9 of 9 Quick Bites in Kastrup,"Mid-range, Quick Bites, Irish, Bar",€€-€€€,NA,"Irish, Bar, Pub",NA,N,N,N,2.5,137,2.5,3,2.5,NA,NA
g2555542-d3440051,Kollegaarden,Denmark,Eskilstrup,NA,#2 of 2 Restaurants in Eskilstrup,NA,NA,NA,NA,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g2555542-d3443102,Hojmolle Kro Restaurant,Denmark,Eskilstrup,NA,#1 of 2 Restaurants in Eskilstrup,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,14,4.5,4,4,NA,NA
g2555542-d3445639,Eskilstrup Hotel,Denmark,Eskilstrup,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555543-d3439311,Pomle Nakke,Denmark,Horbelev,NA,#1 of 1 Restaurant in Horbelev,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"Danish, Scandinavian, European",NA,N,N,N,4,106,4,4,4,3.5,NA
g2555545-d13169933,NaSS Smørrebrød & Salatbar,Denmark,Noerre Alslev,NA,NA,"Cheap Eats, European, Danish",€,€2-€7,"European, Danish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555545-d19126381,Vig-Gaarden,Denmark,Noerre Alslev,NA,#1 of 3 Restaurants in Noerre Alslev,NA,NA,NA,NA,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2555545-d20832145,Burger King,Denmark,Noerre Alslev,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555545-d3431952,Norre Alslev Bodega,Denmark,Noerre Alslev,NA,#3 of 3 Restaurants in Noerre Alslev,NA,NA,NA,NA,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2555545-d3432029,Pizza House Restaurant Nordfalster,Denmark,Noerre Alslev,NA,#2 of 3 Restaurants in Noerre Alslev,NA,NA,NA,NA,NA,N,N,N,3,6,NA,NA,NA,NA,NA
g2555546-d10373395,Dolce Vita Restaurant & Pizzeria,Denmark,Stubbekoebing,NA,#2 of 3 Restaurants in Stubbekoebing,Pizza,NA,NA,Pizza,NA,N,N,N,4,8,NA,NA,NA,NA,NA
g2555546-d15017013,Havnens Grill,Denmark,Stubbekoebing,NA,NA,Grill,NA,NA,Grill,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555546-d15017015,Marinens Køkken,Denmark,Stubbekoebing,NA,#3 of 3 Restaurants in Stubbekoebing,Grill,NA,NA,Grill,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g2555546-d6785421,Spice & Rice thairestaurant,Denmark,Stubbekoebing,NA,#1 of 3 Restaurants in Stubbekoebing,"Mid-range, Thai",€€-€€€,NA,Thai,NA,N,N,N,4.5,16,4,4,4,NA,NA
g2555548-d1082610,Restaurant Hårlev Kro,Denmark,Haarlev,NA,#1 of 1 Restaurant in Haarlev,"Mid-range, Danish",€€-€€€,€16-€24,Danish,NA,N,N,N,4,17,NA,NA,NA,NA,NA
g2555551-d3450684,Herlufmagle-Hallens Cafeteria,Denmark,Herlufmagle,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555555-d3446025,Karise Pizza & Grill,Denmark,Karise,NA,#1 of 1 Restaurant in Karise,NA,NA,NA,NA,NA,N,N,N,2.5,6,NA,NA,NA,NA,NA
g2555558-d12624517,Costa Paradiso Restaurant,Denmark,Roennede,NA,NA,"Mid-range, Italian, Pizza, Grill",€€-€€€,€1-€23,"Italian, Pizza, Grill",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555558-d19387840,Frokost Klar,Denmark,Roennede,NA,#2 of 4 Restaurants in Roennede,NA,NA,NA,NA,NA,N,N,N,4.5,2,NA,NA,NA,NA,NA
g2555558-d23131099,Grillen Rønnede,Denmark,Roennede,NA,#3 of 4 Restaurants in Roennede,Grill,NA,NA,Grill,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g2555558-d3443030,Restaurant & Cafe Højen,Denmark,Roennede,NA,#4 of 4 Restaurants in Roennede,NA,NA,NA,NA,NA,N,N,N,3,28,3.5,3.5,3.5,NA,NA
g2555558-d4894962,Roennede Kro,Denmark,Roennede,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 4 Restaurants in Roennede,"Mid-range, European, Scandinavian, Danish",€€-€€€,€15-€34,"European, Scandinavian, Danish",NA,N,N,N,4.5,173,4.5,4.5,4.5,NA,NA
g2555562-d12542917,Kral Kebab House,Denmark,Hedehusene,NA,#2 of 5 Restaurants in Hedehusene,"Mid-range, Pizza",€€-€€€,€3-€20,Pizza,NA,N,N,N,3.5,5,NA,NA,NA,NA,NA
g2555562-d15758478,wokAmok,Denmark,Hedehusene,NA,#4 of 5 Restaurants in Hedehusene,NA,NA,NA,NA,NA,N,N,N,3,6,NA,NA,NA,NA,NA
g2555562-d17219263,Hedehusene Restaurant,Denmark,Hedehusene,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555562-d20195369,Moems,Denmark,Hedehusene,NA,#3 of 5 Restaurants in Hedehusene,NA,NA,NA,NA,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2555562-d4114992,Bollinis,Denmark,Hedehusene,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 5 Restaurants in Hedehusene,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"European, Danish, Scandinavian",NA,N,N,N,4.5,118,4.5,4.5,4.5,4.5,NA
g2555562-d6437276,Asia House,Denmark,Hedehusene,NA,#5 of 5 Restaurants in Hedehusene,Cheap Eats,€,NA,NA,NA,N,N,N,3,22,3.5,3.5,3.5,NA,NA
g2555565-d10558780,Gorlev Hesteskue Og Kraemmermarked,Denmark,Goerlev,NA,#3 of 4 Restaurants in Goerlev,Cheap Eats,€,NA,NA,NA,N,N,N,4,5,NA,NA,NA,NA,NA
g2555565-d14109369,Reerso Fiskehus,Denmark,Goerlev,NA,#4 of 4 Restaurants in Goerlev,"Mid-range, Seafood",€€-€€€,NA,Seafood,NA,N,N,N,3,12,NA,NA,NA,NA,NA
g2555565-d3446339,Reerso Kro,Denmark,Goerlev,NA,#1 of 4 Restaurants in Goerlev,"Mid-range, Danish",€€-€€€,NA,Danish,NA,N,N,N,3.5,92,4,3.5,3.5,3.5,NA
g2555565-d8683898,Gorlev Pizza Og Kebabhouse,Denmark,Goerlev,NA,#2 of 4 Restaurants in Goerlev,"Cheap Eats, Pizza",€,NA,Pizza,NA,N,N,N,4,6,NA,NA,NA,NA,NA
g2555576-d12207929,Restaurant Mollebaek,Denmark,Gedved,NA,#1 of 2 Restaurants in Gedved,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4.5,7,NA,NA,NA,NA,NA
g2555576-d16864007,Cafe & Restaurant Schmidt,Denmark,Gedved,NA,#2 of 2 Restaurants in Gedved,"Mid-range, French, European, Danish",€€-€€€,€13-€44,"French, European, Danish",NA,N,N,N,5,3,NA,NA,NA,NA,NA
g2555803-d4258594,Cafe Vandbæren,Denmark,Hoeng,NA,#1 of 1 Restaurant in Hoeng,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4,9,NA,NA,NA,NA,NA
g2555819-d11722105,Jyttes Mad,Denmark,Jyderup,NA,NA,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555819-d12326784,Maurizio's,Denmark,Jyderup,NA,#4 of 4 Restaurants in Jyderup,"Mid-range, Italian, Mediterranean",€€-€€€,€27-€40,"Italian, Mediterranean",NA,N,N,N,5,1,NA,NA,NA,NA,NA
g2555819-d15606004,Cafe Forsinket,Denmark,Jyderup,NA,#1 of 1 Coffee & Tea in Jyderup,"Cheap Eats, French, American, British",€,NA,"Danish, French, American, British, Fusion",NA,N,N,N,4,20,3.5,4,4,NA,NA
g2555819-d16748151,Kina Cafeteria & Grill,Denmark,Jyderup,NA,#3 of 4 Restaurants in Jyderup,Chinese,NA,NA,Chinese,NA,N,N,N,4,3,NA,NA,NA,NA,NA
g2555819-d21175279,Jyderup Praestegard,Denmark,Jyderup,NA,#2 of 4 Restaurants in Jyderup,Danish,NA,NA,Danish,NA,N,N,N,5,5,NA,NA,NA,NA,NA
g2555819-d797273,Bromolle Kro,Denmark,Jyderup,Certificate of Excellence 2017,#1 of 4 Restaurants in Jyderup,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"European, Scandinavian, Danish",NA,N,N,N,4,101,4,4.5,4,4.5,NA
g2555827-d13979617,Sejerø Minigolf,Denmark,Sejeroe Island,NA,#2 of 3 Restaurants in Sejeroe Island,"Cheap Eats, Bar, Cafe, European",€,NA,"Bar, Cafe, European, Grill, Diner, Danish",NA,N,N,N,4.5,11,4.5,5,5,NA,NA
g2555827-d4888929,Spætten - Café and Familie Restaurant,Denmark,Sejeroe Island,NA,#3 of 3 Restaurants in Sejeroe Island,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3,18,3,3,3,NA,NA
g2555827-d6889980,Restaurant Sejerø,Denmark,Sejeroe Island,NA,#1 of 3 Restaurants in Sejeroe Island,Mid-range,€€-€€€,€13-€40,NA,NA,N,N,N,3.5,22,4,3.5,3,NA,NA
g2555833-d12438163,Snertinge pizzaria,Denmark,Snertinge,NA,#1 of 1 Restaurant in Snertinge,NA,NA,NA,NA,NA,N,N,N,3,4,NA,NA,NA,NA,NA
g2555833-d20984551,Grill House,Denmark,Snertinge,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555833-d4132626,Snertinge Kro,Denmark,Snertinge,NA,NA,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2555837-d11801632,Svebolle Centerpub,Denmark,Sveboelle,NA,#2 of 2 Restaurants in Sveboelle,NA,NA,NA,NA,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2555837-d15574990,Strids Molle,Denmark,Sveboelle,NA,#1 of 2 Restaurants in Sveboelle,"Cafe, European, Deli, Danish",NA,NA,"Cafe, European, Deli, Danish",NA,N,N,N,3.5,14,4,4,4,NA,NA
g2555839-d15244482,Circle K Bjaeverskov,Denmark,Bjaeverskov,NA,#1 of 1 Restaurant in Bjaeverskov,Cafe,NA,NA,Cafe,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2555842-d12536109,Mangleren Pizzeria,Denmark,Herfoelge,NA,#4 of 4 Restaurants in Herfoelge,"Mid-range, Pizza",€€-€€€,€3-€20,Pizza,NA,N,N,N,3.5,2,NA,NA,NA,NA,NA
g2555842-d14021797,Best Burgers,Denmark,Herfoelge,NA,#3 of 4 Restaurants in Herfoelge,American,NA,NA,American,NA,N,N,N,3.5,6,NA,NA,NA,NA,NA
g2555842-d20997090,Restaurant Salute,Denmark,Herfoelge,NA,#2 of 4 Restaurants in Herfoelge,Italian,NA,NA,Italian,NA,N,N,N,5,2,NA,NA,NA,NA,NA
g2555842-d3440014,Ristorante Da Pino,Denmark,Herfoelge,NA,#1 of 4 Restaurants in Herfoelge,Italian,NA,NA,Italian,NA,N,N,N,3.5,11,4,4.5,3.5,NA,NA
g2555852-d18715827,Gastronomia Il Fiore,Denmark,Lejre,NA,#4 of 4 Restaurants in Lejre,NA,NA,NA,NA,NA,N,N,N,3,4,NA,NA,NA,NA,NA
g2555852-d5000479,Restaurant Herthadalen,Denmark,Lejre,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 4 Restaurants in Lejre,"Mid-range, International, European, Scandinavian",€€-€€€,€13-€67,"European, Scandinavian, Danish, International","Vegan Options, Vegetarian Friendly",Y,Y,N,5,289,5,4.5,4.5,4.5,"beautiful surroundings, high quality, excellent food, my wife and i, forrest"
g2555852-d7387758,ShengLong,Denmark,Lejre,NA,#3 of 4 Restaurants in Lejre,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3,8,3,3.5,3,NA,NA
g2555852-d7910576,Restaurant Fasaneriet,Denmark,Lejre,"Certificate of Excellence 2019, Certificate of Excellence 2018",#2 of 4 Restaurants in Lejre,"Mid-range, European, Danish",€€-€€€,€25-€249,"European, Danish",NA,N,N,N,4.5,70,4.5,4.5,4.5,NA,NA
g2555854-d10723512,Milas Pizza,Denmark,Lille Skensved,NA,#1 of 1 Restaurant in Lille Skensved,"Mid-range, Italian",€€-€€€,€4-€33,Italian,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2555876-d3420973,Bandholm Hotel Restaurant,Denmark,Bandholm,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 1 Restaurant in Bandholm,"Mid-range, French, European, Scandinavian",€€-€€€,€17-€83,"French, European, Scandinavian, Danish","Gluten Free Options, Vegetarian Friendly",Y,N,Y,4,391,4.5,4.5,4,4.5,NA
g2555880-d17804108,Dannemare Pizzaria,Denmark,Dannemare,NA,#1 of 1 Restaurant in Dannemare,NA,NA,NA,NA,NA,N,N,N,2,1,NA,NA,NA,NA,NA
g2555967-d14021925,Cafe Dybvig,Denmark,Fejoe Island,NA,#2 of 2 Restaurants in Fejoe Island,"Cheap Eats, Italian",€,NA,Italian,NA,N,N,N,4,9,NA,NA,NA,NA,NA
g2555967-d17381490,Strathenborg Restaurant & Bar,Denmark,Fejoe Island,NA,#1 of 2 Restaurants in Fejoe Island,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4.5,4,NA,NA,NA,NA,NA
g2555967-d17659945,Schymann,Denmark,Fejoe Island,NA,#1 of 1 Coffee & Tea in Fejoe Island,Cafe,NA,NA,Cafe,NA,N,N,N,5,3,NA,NA,NA,NA,NA
g2555975-d1026106,The Cottage,Denmark,Nysted,NA,#4 of 4 Restaurants in Nysted,"Fine Dining, Dutch, European",€€€€,NA,"Dutch, European",NA,N,N,N,3.5,36,3,3,2.5,NA,NA
g2555975-d10596814,Nysted Mole,Denmark,Nysted,NA,#3 of 4 Restaurants in Nysted,"Cheap Eats, Fast food, Barbecue",€,€3-€12,"Fast food, Barbecue",NA,N,N,N,3.5,21,3,3,3,NA,NA
g2555975-d19257751,Det Gamle Pakhus,Denmark,Nysted,NA,#2 of 4 Restaurants in Nysted,"Mid-range, Steakhouse, Seafood, European",€€-€€€,€7-€27,"Seafood, Diner, Steakhouse, European, Danish",NA,N,N,N,4.5,35,5,5,5,NA,NA
g2555975-d8709554,Restaurant O,Denmark,Nysted,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 4 Restaurants in Nysted,"Mid-range, Seafood, European, Contemporary",€€-€€€,€18-€108,"European, Contemporary, Danish, Seafood, Scandinavian",Vegetarian Friendly,Y,N,N,5,157,5,5,4.5,NA,"mousse, great food, reasonable price, great location, harbour"
g2555990-d21314244,Den Grønne Verden,Denmark,Soellested,NA,#1 of 1 Restaurant in Soellested,"Mid-range, European, Diner, Scandinavian",€€-€€€,€9-€27,"European, Diner, Scandinavian, Danish",NA,N,N,N,5,7,NA,NA,NA,NA,NA
g2555995-d6429166,Restaurant Skipperly,Denmark,Torrig,NA,#1 of 2 Restaurants in Torrig,"Fine Dining, European, Scandinavian",€€€€,NA,"Scandinavian, European",NA,N,N,N,4.5,22,4.5,4,4,NA,NA
g2555995-d8471447,Cafe Udsigten,Denmark,Torrig,NA,#2 of 2 Restaurants in Torrig,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,3.5,12,NA,NA,NA,NA,NA
g2556090-d10069319,Cafe Rejseladen,Denmark,Glumsoe,NA,#1 of 1 Coffee & Tea in Glumsoe,Cafe,NA,NA,Cafe,NA,N,N,N,4.5,3,NA,NA,NA,NA,NA
g2556090-d15657314,Ishuset Glumso,Denmark,Glumsoe,NA,#1 of 1 Dessert Spots in Glumsoe,"Dessert, Italian",NA,NA,Italian,NA,N,N,N,4.5,6,NA,NA,NA,NA,NA
g2556102-d12479593,Stensved's Pizza and Grill,Denmark,Stensved,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2556106-d10596111,Trylleboden,Denmark,Solroed Strand,NA,#4 of 10 Restaurants in Solroed Strand,"Cheap Eats, Fast food, Barbecue, European",€,€3-€7,"Fast food, Barbecue, European, Street Food, Danish",NA,N,N,N,4.5,7,NA,NA,NA,NA,NA
g2556106-d12535668,La Rosa Pizzeria Og Grill,Denmark,Solroed Strand,NA,#8 of 10 Restaurants in Solroed Strand,"Mid-range, Pizza",€€-€€€,€3-€20,Pizza,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2556106-d12715554,Smeralda,Denmark,Solroed Strand,NA,#6 of 10 Restaurants in Solroed Strand,"Mid-range, Italian",€€-€€€,NA,Italian,NA,N,N,N,3.5,64,3.5,3.5,3.5,NA,NA
g2556106-d12837977,Wokgrillen,Denmark,Solroed Strand,NA,#9 of 10 Restaurants in Solroed Strand,Thai,NA,NA,Thai,NA,N,N,N,3.5,3,NA,NA,NA,NA,NA
g2556106-d15276763,Café MorMor,Denmark,Solroed Strand,NA,#5 of 10 Restaurants in Solroed Strand,"Mid-range, European, Danish",€€-€€€,€4-€25,"European, Danish",NA,N,N,N,5,4,NA,NA,NA,NA,NA
g2556106-d15861746,Helsehjornet,Denmark,Solroed Strand,NA,NA,Healthy,NA,NA,Healthy,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2556106-d19952590,Cafe A,Denmark,Solroed Strand,NA,#3 of 10 Restaurants in Solroed Strand,Cheap Eats,€,NA,NA,NA,N,N,N,3.5,109,3,3.5,3.5,NA,NA
g2556106-d20071212,Sandthai,Denmark,Solroed Strand,NA,#7 of 10 Restaurants in Solroed Strand,Thai,NA,NA,Thai,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g2556106-d20984315,Itacho Sushi,Denmark,Solroed Strand,NA,#10 of 10 Restaurants in Solroed Strand,Japanese,NA,NA,Japanese,NA,N,N,N,3,8,NA,NA,NA,NA,NA
g2556106-d6778543,Dantes,Denmark,Solroed Strand,NA,#2 of 10 Restaurants in Solroed Strand,"Mid-range, Italian",€€-€€€,NA,Italian,NA,N,N,N,4.5,35,4.5,4.5,4.5,NA,NA
g2556106-d7595089,Sushi Amor,Denmark,Solroed Strand,NA,#1 of 10 Restaurants in Solroed Strand,"Mid-range, Sushi",€€-€€€,NA,Sushi,NA,N,N,N,4.5,38,4.5,4.5,4.5,NA,NA
g2556108-d10145205,Castello,Denmark,Store Heddinge,NA,#8 of 8 Restaurants in Store Heddinge,NA,NA,NA,NA,NA,N,N,N,2.5,2,NA,NA,NA,NA,NA
g2556108-d14597958,Sapori Italiani,Denmark,Store Heddinge,NA,#7 of 8 Restaurants in Store Heddinge,NA,NA,NA,NA,NA,N,N,N,3,2,NA,NA,NA,NA,NA
g2556108-d19871557,Hansen Cafe og Bar,Denmark,Store Heddinge,NA,#6 of 8 Restaurants in Store Heddinge,"Mid-range, Bar, Cafe, European",€€-€€€,€5-€24,"Bar, Cafe, European, Pub, Danish",NA,N,N,N,4.5,3,NA,NA,NA,NA,NA
g2556108-d21170504,Mad & Ro,Denmark,Store Heddinge,NA,#4 of 8 Restaurants in Store Heddinge,"Mid-range, European, Danish",€€-€€€,€5-€16,"European, Danish",NA,N,N,N,5,7,NA,NA,NA,NA,NA
g2556108-d3442898,Traktorstedet Gjorslev Bogeskov,Denmark,Store Heddinge,NA,#3 of 8 Restaurants in Store Heddinge,"Mid-range, International, European, Scandinavian",€€-€€€,€29-€32,"International, European, Scandinavian, Danish",NA,N,N,N,4,77,4,4,4,5,NA
g2556108-d3445857,Traktorstedet Hojeruplund.,Denmark,Store Heddinge,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018",#2 of 8 Restaurants in Store Heddinge,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"Scandinavian, Danish, European",NA,N,N,N,4,110,4,4.5,4,4,NA
g2556108-d3445960,Hotel Stevns,Denmark,Store Heddinge,NA,#5 of 8 Restaurants in Store Heddinge,NA,NA,NA,NA,NA,N,N,N,4,14,5,5,5,NA,NA
g2556108-d3445999,Café Algade,Denmark,Store Heddinge,"Travellers' Choice, Certificate of Excellence 2020",#1 of 8 Restaurants in Store Heddinge,"Mid-range, French, European, Greek",€€-€€€,€12-€33,"French, European, Greek, Danish","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,61,5,5,4.5,NA,NA
g2556130-d11738252,Tollose Pizza House,Denmark,Toelloese,NA,NA,Pizza,NA,NA,Pizza,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2556130-d11738950,Stoppestedet Grill & Cafe,Denmark,Toelloese,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g2556130-d11741966,Cafe Le Fiesta,Denmark,Toelloese,NA,#2 of 2 Restaurants in Toelloese,Pizza,NA,NA,Pizza,NA,N,N,N,4,5,NA,NA,NA,NA,NA
g2556130-d5868220,Elverdamskroen,Denmark,Toelloese,NA,#1 of 2 Restaurants in Toelloese,NA,NA,NA,NA,NA,N,N,N,3.5,9,4,4,NA,NA,NA
g2556134-d11719612,Ugerlose Pizzeria,Denmark,Ugerloese,NA,#2 of 2 Restaurants in Ugerloese,Pizza,NA,NA,Pizza,NA,N,N,N,4,1,NA,NA,NA,NA,NA
g2556134-d11719695,Landevej Grill,Denmark,Ugerloese,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
